index,total_time,first_epoch_time,second_epoch_time,first_epoch_train_time,second_epoch_train_time,first_epoch_test_time,second_epoch_test_time,imgs_per_s_second_epoch,imgs_per_s_first_epoch,train_accuracy,test_accuracy,train_loss,test_loss,batch_size,clip_offset,cpu_only,epochs,learning_rate,no_cache,num_gpus,num_ranks,train_split,wbce,system
run_53428,45402.69838118553,1544.7323985099792,1385.68408536911,1310.4274938106537,1135.8148386478424,234.28814697265625,249.8591854572296,17.080248769328623,14.804329191526522,0.8453990817070007,0.8437467813491821,0.22202256321907043,0.21727992594242096,32,15,False,30,0.001,True,1,1,0.8,0.5,PEARL
run_53429,23281.766835689545,887.9685924053192,758.1281309127808,768.9431183338165,605.4871981143951,119.0109875202179,152.6255419254303,32.04031408164429,25.229434450284003,0.8685059547424316,0.8409053683280945,0.19901205599308014,0.21148814260959625,32,15,False,30,0.001,True,2,2,0.8,0.5,PEARL
run_53430,12457.264624118803,553.0531580448151,430.8651390075684,428.03277349472046,337.2702898979187,125.0028178691864,93.57313132286072,57.520631318791175,45.32363221069867,0.8864958882331848,0.8918270468711853,0.1738203465938568,0.1762486845254898,32,15,False,30,0.001,True,4,4,0.8,0.5,PEARL
run_53431,4786.609712362289,271.2817437648773,227.42755842208865,221.42587637901303,182.9286768436432,49.82610321044922,44.3062207698822,106.05226219715126,87.61396959221317,0.8920868039131165,0.9006774425506592,0.1685657650232315,0.16907532513141632,32,15,False,30,0.001,True,4,8,0.8,0.5,PEARL
run_53432,1615.8312497138977,138.0618007183075,49.79375076293945,117.538720369339,42.28568291664124,20.50362777709961,7.483509540557861,458.784124126449,165.05199256074818,0.8876604437828064,0.8933937549591064,0.17645029723644257,0.17598660290241241,32,15,False,30,0.001,True,4,16,0.8,0.5,PEARL
run_53433,1006.3192529678344,184.39412999153137,26.367154836654663,150.92937564849854,22.450093746185303,33.441673278808594,3.8858754634857178,864.1389305243515,128.53693932439583,0.8770998120307922,0.8711004853248596,0.17824465036392212,0.1876683086156845,32,15,False,30,0.001,True,4,32,0.8,0.5,PEARL
