job_id,pipeline_file,total_duration,steps,RELION_OPT_FLAGS,RELION_CMD,RELION_SCRIPT_NAME,RELION_CPU_THREADS_PER_TASK,RELION_MPI_FLAGS,RELION_PROJ_DIR,RELION_OUTPUT_DIR,RELION_NUM_CPUS,RELION_CPUS_PER_TASK,path,cpu_opt,machine,relion_refine_mpi duration,relion_star_handler duration
1,benchmark_scripts/10338/pipeline_class3d_1.sh,74467.76721739769,"[{'name': 'relion_refine_mpi', 'duration': 74450.08129119873}, {'name': 'relion_star_handler', 'duration': 17.3429958820343}]",--dont_combine_weights_via_disc --pool 23 --j 4,,./benchmark_scripts/10338/pipeline_class3d_1.sh,4,-n 23,/home/nx07/nx07/sljack92/relion/10338,/home/nx07/nx07/sljack92/intel-e2e-benchmark/case1/runs/icx/no-cpu/job_./benchmark_scripts/10338/pipeline_class3d_1.sh,23,1,runs/icx/no-cpu/job_./benchmark_scripts/10338/pipeline_class3d_1.sh/metrics.json,False,icx,74450.08129119873,17.3429958820343
1,benchmark_scripts/10338/pipeline_class3d_1.sh,18451.17864871025,"[{'name': 'relion_refine_mpi', 'duration': 18434.144767522812}, {'name': 'relion_star_handler', 'duration': 16.71936297416687}]",--dont_combine_weights_via_disc --pool 23 --cpu --j 4,,./benchmark_scripts/10338/pipeline_class3d_1.sh,4,-n 23,/home/nx07/nx07/sljack92/relion/10338,/home/nx07/nx07/sljack92/intel-e2e-benchmark/case1/runs/icx/job_./benchmark_scripts/10338/pipeline_class3d_1.sh,23,1,runs/icx/job_./benchmark_scripts/10338/pipeline_class3d_1.sh/metrics.json,True,icx,18434.144767522812,16.71936297416687
