job_id,pipeline_file,total_duration,steps,RELION_OPT_FLAGS,RELION_CMD,RELION_SCRIPT_NAME,RELION_CPU_THREADS_PER_TASK,RELION_MPI_FLAGS,RELION_PROJ_DIR,RELION_OUTPUT_DIR,RELION_NUM_CPUS,RELION_CPUS_PER_TASK,path,cpu_opt,machine,relion_refine_mpi duration,relion_mask_create duration,relion_postprocess duration,relion_ctf_refine_mpi duration,relion_refine_mpi acc_rotation,relion_refine_mpi acc_translation,relion_refine_mpi resolution,relion_postprocess _rlnFinalResolution,relion_postprocess _rlnBfactorUsedForSharpening,relion_postprocess _rlnParticleBoxFractionSolventMask,relion_ctf_refine_mpi beam_tilt_x,relion_ctf_refine_mpi beam_tilt_y
77579,benchmark_scripts/10338/pipeline_refine3d_2.sh,16207.495656490326,"[{'name': 'relion_refine_mpi', 'duration': 15909.310443878174, 'acc_rotation': 1.232, 'acc_translation': 0.47936, 'resolution': 3.629367}, {'name': 'relion_mask_create', 'duration': 49.13472104072571}, {'name': 'relion_postprocess', 'duration': 4.282705307006836, '_rlnFinalResolution': 3.150769, '_rlnBfactorUsedForSharpening': -114.15386, '_rlnParticleBoxFractionSolventMask': 44.736736}, {'name': 'relion_ctf_refine_mpi', 'duration': 244.19360995292664, 'beam_tilt_x': -0.11395, 'beam_tilt_y': 0.102643}]",--dont_combine_weights_via_disc --pool 23 --cpu --j 4,,./benchmark_scripts/10338/pipeline_refine3d_2.sh,4,-n 23,/home/nx07/nx07/sljack92/relion/10338,/home/nx07/nx07/sljack92/intel-e2e-benchmark/case1/runs/clx/job_77579,23,1,runs/clx/job_77579/metrics.json,True,clx,15909.310443878174,49.13472104072571,4.282705307006836,244.19360995292664,1.232,0.47936,3.629367,3.150769,-114.15386,44.736736,-0.11395,0.102643
77904,benchmark_scripts/10338/pipeline_refine3d_2.sh,75686.56283783913,"[{'name': 'relion_refine_mpi', 'duration': 75368.16609573364, 'acc_rotation': 1.212, 'acc_translation': 0.48832, 'resolution': 3.629367}, {'name': 'relion_mask_create', 'duration': 49.29287886619568}, {'name': 'relion_postprocess', 'duration': 4.146716594696045, '_rlnFinalResolution': 3.150769, '_rlnBfactorUsedForSharpening': -114.15386, '_rlnParticleBoxFractionSolventMask': 44.736736}, {'name': 'relion_ctf_refine_mpi', 'duration': 264.6836440563202, 'beam_tilt_x': -0.1152, 'beam_tilt_y': 0.100411}]",--dont_combine_weights_via_disc --pool 23 --j 4,,./benchmark_scripts/10338/pipeline_refine3d_2.sh,4,-n 23,/home/nx07/nx07/sljack92/relion/10338,/home/nx07/nx07/sljack92/intel-e2e-benchmark/case1/runs/clx/job_77904,23,1,runs/clx/job_77904/metrics.json,False,clx,75368.16609573364,49.29287886619568,4.146716594696045,264.6836440563202,1.212,0.48832,3.629367,3.150769,-114.15386,44.736736,-0.1152,0.100411
