job_id,pipeline_file,total_duration,steps,RELION_OPT_FLAGS,RELION_CMD,RELION_SCRIPT_NAME,RELION_CPU_THREADS_PER_TASK,RELION_MPI_FLAGS,RELION_PROJ_DIR,RELION_OUTPUT_DIR,RELION_NUM_CPUS,RELION_CPUS_PER_TASK,path,cpu_opt,machine,relion_refine_mpi duration,relion_mask_create duration,relion_postprocess duration,relion_postprocess _rlnFinalResolution,relion_postprocess _rlnBfactorUsedForSharpening,relion_postprocess _rlnParticleBoxFractionSolventMask
77581,benchmark_scripts/10338/pipeline_refine3d_4.sh,21538.199921131134,"[{'name': 'relion_refine_mpi', 'duration': 20099.36516904831}, {'name': 'relion_mask_create', 'duration': 1408.4467754364014}, {'name': 'relion_postprocess', 'duration': 30.293792247772217, '_rlnFinalResolution': 3.150769, '_rlnBfactorUsedForSharpening': -111.32904, '_rlnParticleBoxFractionSolventMask': 38.844176}]",--dont_combine_weights_via_disc --pool 23 --cpu --j 4,,./benchmark_scripts/10338/pipeline_refine3d_4.sh,4,-n 23,/home/nx07/nx07/sljack92/relion/10338,/home/nx07/nx07/sljack92/intel-e2e-benchmark/case1/runs/clx/job_77581,23,1,runs/clx/job_77581/metrics.json,True,clx,20099.36516904831,1408.4467754364014,30.293792247772217,3.150769,-111.32904,38.844176
77906,benchmark_scripts/10338/pipeline_refine3d_4.sh,38973.04839730263,"[{'name': 'relion_refine_mpi', 'duration': 37500.425077438354}, {'name': 'relion_mask_create', 'duration': 1441.8145954608917}, {'name': 'relion_postprocess', 'duration': 30.6733238697052, '_rlnFinalResolution': 3.150769, '_rlnBfactorUsedForSharpening': -111.32904, '_rlnParticleBoxFractionSolventMask': 38.844176}]",--dont_combine_weights_via_disc --pool 23 --j 4,,./benchmark_scripts/10338/pipeline_refine3d_4.sh,4,-n 23,/home/nx07/nx07/sljack92/relion/10338,/home/nx07/nx07/sljack92/intel-e2e-benchmark/case1/runs/clx/job_77906,23,1,runs/clx/job_77906/metrics.json,False,clx,37500.425077438354,1441.8145954608917,30.6733238697052,3.150769,-111.32904,38.844176
