job_id,pipeline_file,total_duration,steps,RELION_OPT_FLAGS,RELION_CMD,RELION_MPI_FLAGS,RELION_CPUS_PER_TASK,RELION_IMG,RELION_PROJ_DIR,RELION_OUTPUT_DIR,RELION_SCRIPT_NAME,RELION_CPU_THREADS_PER_TASK,RELION_NUM_CPUS,path,cpu_opt,machine,relion_refine_mpi duration,relion_mask_create duration,relion_postprocess duration,relion_preprocess_mpi duration,echo Select/job009/micrographs.star > ${RELION_OUTPUT_DIR}/Extract/coords_suffix_extract.star duration,relion_import duration,relion_star_handler duration,relion_refine_mpi acc_rotation,relion_refine_mpi acc_translation,relion_refine_mpi resolution,relion_postprocess _rlnFinalResolution,relion_postprocess _rlnBfactorUsedForSharpening,relion_postprocess _rlnParticleBoxFractionSolventMask,relion_preprocess_mpi pixel_size,relion_preprocess_mpi particle_size
229747,benchmark_scripts/10338/pipeline_refine3d_3.sh,43567.575996398926,"[{'name': 'relion_refine_mpi', 'duration': 42592.89604496956, 'acc_rotation': 1.098, 'acc_translation': 0.46368, 'resolution': 3.496585}, {'name': 'relion_mask_create', 'duration': 49.10809063911438}, {'name': 'relion_postprocess', 'duration': 7.2791290283203125, '_rlnFinalResolution': 3.116522, '_rlnBfactorUsedForSharpening': -109.12579, '_rlnParticleBoxFractionSolventMask': 44.767834}, {'name': 'relion_preprocess_mpi', 'duration': 891.021576166153, 'pixel_size': 0.56, 'particle_size': 512.0}, {'name': 'echo Select/job009/micrographs.star > ${RELION_OUTPUT_DIR}/Extract/coords_suffix_extract.star', 'duration': 0.039646148681640625}, {'name': 'relion_import', 'duration': 17.905980110168457}, {'name': 'relion_star_handler', 'duration': 8.988205909729004}]",--dont_combine_weights_via_disc --pool 23 --cpu --j 4,,,1,/home/vol08/scarf688/git/intel-e2e-benchmark/case1/relion.sif,/work3/projects/sciml/scarf688/relion/10338,/work3/projects/sciml/scarf688/relion/runs/scarf/job_229747,./benchmark_scripts/10338/pipeline_refine3d_3.sh,4,23,runs/scarf/job_229747/metrics.json,True,scarf,42592.89604496956,49.10809063911438,7.2791290283203125,891.021576166153,0.039646148681640625,17.905980110168457,8.988205909729004,1.098,0.46368,3.496585,3.116522,-109.12579,44.767834,0.56,512.0
236375,benchmark_scripts/10338/pipeline_refine3d_3.sh,152094.00806832314,"[{'name': 'relion_refine_mpi', 'duration': 150888.17306756973, 'acc_rotation': 1.123, 'acc_translation': 0.4592, 'resolution': 3.496585}, {'name': 'relion_mask_create', 'duration': 50.511685609817505}, {'name': 'relion_postprocess', 'duration': 8.161543846130371, '_rlnFinalResolution': 3.116522, '_rlnBfactorUsedForSharpening': -109.12579, '_rlnParticleBoxFractionSolventMask': 44.767834}, {'name': 'relion_preprocess_mpi', 'duration': 1133.43763589859, 'pixel_size': 0.56, 'particle_size': 512.0}, {'name': 'echo Select/job009/micrographs.star > ${RELION_OUTPUT_DIR}/Extract/coords_suffix_extract.star', 'duration': 0.023474693298339844}, {'name': 'relion_import', 'duration': 4.192607641220093}, {'name': 'relion_star_handler', 'duration': 8.937161684036255}]",--dont_combine_weights_via_disc --pool 23 --j 4,,,1,/home/vol08/scarf688/git/intel-e2e-benchmark/case1/relion.sif,/work3/projects/sciml/scarf688/relion/10338,/work3/projects/sciml/scarf688/relion/runs/scarf/job_236375,./benchmark_scripts/10338/pipeline_refine3d_3.sh,4,23,runs/scarf/job_236375/metrics.json,False,scarf,150888.17306756973,50.511685609817505,8.161543846130371,1133.43763589859,0.023474693298339844,4.192607641220093,8.937161684036255,1.123,0.4592,3.496585,3.116522,-109.12579,44.767834,0.56,512.0
