job_id,pipeline_file,total_duration,steps,RELION_OPT_FLAGS,RELION_CMD,RELION_SCRIPT_NAME,RELION_CPU_THREADS_PER_TASK,RELION_MPI_FLAGS,RELION_PROJ_DIR,RELION_OUTPUT_DIR,RELION_NUM_CPUS,RELION_CPUS_PER_TASK,path,cpu_opt,machine,relion_refine_mpi duration,relion_refine_mpi _rlnCurrentResolution,relion_refine_mpi _rlnNrClasses,relion_refine_mpi class_1_occ,relion_refine_mpi class_2_occ,relion_refine_mpi class_3_occ,relion_refine_mpi class_4_occ,relion_refine_mpi class_5_occ,relion_refine_mpi class_6_occ,relion_refine_mpi class_7_occ,relion_refine_mpi class_8_occ,relion_refine_mpi class_9_occ,relion_refine_mpi class_10_occ,relion_refine_mpi class_11_occ,relion_refine_mpi class_12_occ,relion_refine_mpi class_13_occ,relion_refine_mpi class_14_occ,relion_refine_mpi class_15_occ,relion_refine_mpi class_16_occ,relion_refine_mpi class_17_occ,relion_refine_mpi class_18_occ,relion_refine_mpi class_19_occ,relion_refine_mpi class_20_occ,relion_refine_mpi class_21_occ,relion_refine_mpi class_22_occ,relion_refine_mpi class_23_occ,relion_refine_mpi class_24_occ,relion_refine_mpi class_25_occ,relion_refine_mpi class_26_occ,relion_refine_mpi class_27_occ,relion_refine_mpi class_28_occ,relion_refine_mpi class_29_occ,relion_refine_mpi class_30_occ,relion_refine_mpi class_31_occ,relion_refine_mpi class_32_occ,relion_refine_mpi class_33_occ,relion_refine_mpi class_34_occ,relion_refine_mpi class_35_occ,relion_refine_mpi class_36_occ,relion_refine_mpi class_37_occ,relion_refine_mpi class_38_occ,relion_refine_mpi class_39_occ,relion_refine_mpi class_40_occ,relion_refine_mpi class_41_occ,relion_refine_mpi class_42_occ,relion_refine_mpi class_43_occ,relion_refine_mpi class_44_occ,relion_refine_mpi class_45_occ,relion_refine_mpi class_46_occ,relion_refine_mpi class_47_occ,relion_refine_mpi class_48_occ,relion_refine_mpi class_49_occ,relion_refine_mpi class_50_occ,relion_refine_mpi class_51_occ,relion_refine_mpi class_52_occ,relion_refine_mpi class_53_occ,relion_refine_mpi class_54_occ,relion_refine_mpi class_55_occ,relion_refine_mpi class_56_occ,relion_refine_mpi class_57_occ,relion_refine_mpi class_58_occ,relion_refine_mpi class_59_occ,relion_refine_mpi class_60_occ,relion_refine_mpi class_61_occ,relion_refine_mpi class_62_occ,relion_refine_mpi class_63_occ,relion_refine_mpi class_64_occ,relion_refine_mpi class_65_occ,relion_refine_mpi class_66_occ,relion_refine_mpi class_67_occ,relion_refine_mpi class_68_occ,relion_refine_mpi class_69_occ,relion_refine_mpi class_70_occ,relion_refine_mpi class_71_occ,relion_refine_mpi class_72_occ,relion_refine_mpi class_73_occ,relion_refine_mpi class_74_occ,relion_refine_mpi class_75_occ,relion_refine_mpi class_76_occ,relion_refine_mpi class_77_occ,relion_refine_mpi class_78_occ,relion_refine_mpi class_79_occ,relion_refine_mpi class_80_occ,relion_refine_mpi class_81_occ,relion_refine_mpi class_82_occ,relion_refine_mpi class_83_occ,relion_refine_mpi class_84_occ,relion_refine_mpi class_85_occ,relion_refine_mpi class_86_occ,relion_refine_mpi class_87_occ,relion_refine_mpi class_88_occ,relion_refine_mpi class_89_occ,relion_refine_mpi class_90_occ,relion_refine_mpi class_91_occ,relion_refine_mpi class_92_occ,relion_refine_mpi class_93_occ,relion_refine_mpi class_94_occ,relion_refine_mpi class_95_occ,relion_refine_mpi class_96_occ,relion_refine_mpi class_97_occ,relion_refine_mpi class_98_occ,relion_refine_mpi class_99_occ,relion_refine_mpi class_100_occ,relion_refine_mpi num_top
77577,benchmark_scripts/10338/pipeline_class2d_0.sh,22635.196667671204,"[{'name': 'relion_refine_mpi', 'duration': 22635.08829474449, '_rlnCurrentResolution': 4.700328, '_rlnNrClasses': 100.0, 'class_1_occ': 0.002002, 'class_2_occ': 0.0, 'class_3_occ': 0.013773, 'class_4_occ': 0.0, 'class_5_occ': 0.0, 'class_6_occ': 0.005203, 'class_7_occ': 0.009446, 'class_8_occ': 0.022709, 'class_9_occ': 0.0, 'class_10_occ': 0.026445, 'class_11_occ': 0.005586, 'class_12_occ': 0.012492, 'class_13_occ': 0.0, 'class_14_occ': 0.0, 'class_15_occ': 0.0, 'class_16_occ': 0.03251, 'class_17_occ': 0.0, 'class_18_occ': 0.0, 'class_19_occ': 0.046791, 'class_20_occ': 0.0, 'class_21_occ': 0.007709, 'class_22_occ': 0.00854, 'class_23_occ': 0.0, 'class_24_occ': 0.007488, 'class_25_occ': 0.0157, 'class_26_occ': 0.047263, 'class_27_occ': 0.0, 'class_28_occ': 0.002011, 'class_29_occ': 5.75963e-05, 'class_30_occ': 0.028231, 'class_31_occ': 0.005014, 'class_32_occ': 0.006548, 'class_33_occ': 0.005292, 'class_34_occ': 1.868992e-05, 'class_35_occ': 0.0, 'class_36_occ': 0.0, 'class_37_occ': 0.0004446382, 'class_38_occ': 0.0, 'class_39_occ': 0.014659, 'class_40_occ': 0.012456, 'class_41_occ': 0.005165, 'class_42_occ': 0.0, 'class_43_occ': 0.033724, 'class_44_occ': 0.032341, 'class_45_occ': 0.005004, 'class_46_occ': 0.028805, 'class_47_occ': 0.0, 'class_48_occ': 0.015637, 'class_49_occ': 0.010696, 'class_50_occ': 0.0, 'class_51_occ': 0.0, 'class_52_occ': 0.001517, 'class_53_occ': 0.010483, 'class_54_occ': 0.005575, 'class_55_occ': 1.067997e-05, 'class_56_occ': 0.019382, 'class_57_occ': 0.0, 'class_58_occ': 0.0, 'class_59_occ': 0.03746, 'class_60_occ': 0.023042, 'class_61_occ': 0.0, 'class_62_occ': 0.0, 'class_63_occ': 0.02799, 'class_64_occ': 0.008206, 'class_65_occ': 0.0, 'class_66_occ': 0.0, 'class_67_occ': 0.010958, 'class_68_occ': 0.0, 'class_69_occ': 0.0, 'class_70_occ': 0.023681, 'class_71_occ': 0.010855, 'class_72_occ': 0.0, 'class_73_occ': 0.0, 'class_74_occ': 0.031981, 'class_75_occ': 0.005895, 'class_76_occ': 0.0, 'class_77_occ': 0.0, 'class_78_occ': 0.022442, 'class_79_occ': 0.009498, 'class_80_occ': 0.009573, 'class_81_occ': 0.0, 'class_82_occ': 0.010109, 'class_83_occ': 0.0, 'class_84_occ': 0.046984, 'class_85_occ': 0.0, 'class_86_occ': 0.022652, 'class_87_occ': 0.028626, 'class_88_occ': 0.008607, 'class_89_occ': 0.020621, 'class_90_occ': 0.043035, 'class_91_occ': 0.041594, 'class_92_occ': 0.024404, 'class_93_occ': 0.0, 'class_94_occ': 0.007425, 'class_95_occ': 0.0, 'class_96_occ': 0.0, 'class_97_occ': 0.006615, 'class_98_occ': 0.0, 'class_99_occ': 0.0, 'class_100_occ': 0.011017, 'num_top': 22}]",--dont_combine_weights_via_disc --pool 23 --cpu --j 4,,./benchmark_scripts/10338/pipeline_class2d_0.sh,4,-n 23,/home/nx07/nx07/sljack92/relion/10338,/home/nx07/nx07/sljack92/intel-e2e-benchmark/case1/runs/clx/job_77577,23,1,runs/clx/job_77577/metrics.json,True,clx,22635.08829474449,4.700328,100.0,0.002002,0.0,0.013773,0.0,0.0,0.005203,0.009446,0.022709,0.0,0.026445,0.005586,0.012492,0.0,0.0,0.0,0.03251,0.0,0.0,0.046791,0.0,0.007709,0.00854,0.0,0.007488,0.0157,0.047263,0.0,0.002011,5.75963e-05,0.028231,0.005014,0.006548,0.005292,1.868992e-05,0.0,0.0,0.0004446382,0.0,0.014659,0.012456,0.005165,0.0,0.033724,0.032341,0.005004,0.028805,0.0,0.015637,0.010696,0.0,0.0,0.001517,0.010483,0.005575,1.067997e-05,0.019382,0.0,0.0,0.03746,0.023042,0.0,0.0,0.02799,0.008206,0.0,0.0,0.010958,0.0,0.0,0.023681,0.010855,0.0,0.0,0.031981,0.005895,0.0,0.0,0.022442,0.009498,0.009573,0.0,0.010109,0.0,0.046984,0.0,0.022652,0.028626,0.008607,0.020621,0.043035,0.041594,0.024404,0.0,0.007425,0.0,0.0,0.006615,0.0,0.0,0.011017,22.0
77902,benchmark_scripts/10338/pipeline_class2d_0.sh,46009.87894034386,"[{'name': 'relion_refine_mpi', 'duration': 46009.76948404312, '_rlnCurrentResolution': 4.778667, '_rlnNrClasses': 100.0, 'class_1_occ': 0.0, 'class_2_occ': 0.0, 'class_3_occ': 0.053415, 'class_4_occ': 0.0, 'class_5_occ': 0.0, 'class_6_occ': 0.0, 'class_7_occ': 0.020382, 'class_8_occ': 0.027391, 'class_9_occ': 0.033134, 'class_10_occ': 0.0, 'class_11_occ': 0.0, 'class_12_occ': 0.006738, 'class_13_occ': 8.009933e-06, 'class_14_occ': 0.011873, 'class_15_occ': 0.0, 'class_16_occ': 0.014508, 'class_17_occ': 0.0, 'class_18_occ': 0.003506, 'class_19_occ': 0.019346, 'class_20_occ': 0.021098, 'class_21_occ': 0.038629, 'class_22_occ': 0.029582, 'class_23_occ': 0.031363, 'class_24_occ': 0.022353, 'class_25_occ': 0.028159, 'class_26_occ': 3.086133e-06, 'class_27_occ': 0.011858, 'class_28_occ': 0.009612, 'class_29_occ': 0.0, 'class_30_occ': 0.0, 'class_31_occ': 0.0, 'class_32_occ': 0.010777, 'class_33_occ': 0.023152, 'class_34_occ': 0.0, 'class_35_occ': 0.0, 'class_36_occ': 0.0, 'class_37_occ': 6.664324e-05, 'class_38_occ': 6.674938e-06, 'class_39_occ': 0.017446, 'class_40_occ': 0.024004, 'class_41_occ': 0.028627, 'class_42_occ': 0.0, 'class_43_occ': 0.0, 'class_44_occ': 0.0, 'class_45_occ': 0.008143, 'class_46_occ': 0.005645, 'class_47_occ': 0.022771, 'class_48_occ': 0.006687, 'class_49_occ': 0.046997, 'class_50_occ': 0.0, 'class_51_occ': 0.0, 'class_52_occ': 0.007633, 'class_53_occ': 0.002537, 'class_54_occ': 0.037295, 'class_55_occ': 0.0, 'class_56_occ': 0.007414, 'class_57_occ': 0.032169, 'class_58_occ': 0.029847, 'class_59_occ': 0.0001495147, 'class_60_occ': 0.029738, 'class_61_occ': 0.0001281575, 'class_62_occ': 0.005566, 'class_63_occ': 0.020002, 'class_64_occ': 0.0, 'class_65_occ': 0.0, 'class_66_occ': 0.003492, 'class_67_occ': 0.005245, 'class_68_occ': 0.0, 'class_69_occ': 0.022826, 'class_70_occ': 0.005267, 'class_71_occ': 0.0002196688, 'class_72_occ': 0.01991, 'class_73_occ': 0.0, 'class_74_occ': 0.00818, 'class_75_occ': 0.0, 'class_76_occ': 0.005959, 'class_77_occ': 0.025567, 'class_78_occ': 0.0, 'class_79_occ': 0.0, 'class_80_occ': 0.0, 'class_81_occ': 0.0, 'class_82_occ': 0.0, 'class_83_occ': 0.011389, 'class_84_occ': 0.0, 'class_85_occ': 0.032535, 'class_86_occ': 0.0, 'class_87_occ': 0.0006654836, 'class_88_occ': 0.0, 'class_89_occ': 0.0, 'class_90_occ': 0.010157, 'class_91_occ': 0.0, 'class_92_occ': 0.0, 'class_93_occ': 0.037138, 'class_94_occ': 0.0, 'class_95_occ': 0.0, 'class_96_occ': 0.006047, 'class_97_occ': 0.021812, 'class_98_occ': 0.0001416275, 'class_99_occ': 0.0, 'class_100_occ': 0.033689, 'num_top': 26}]",--dont_combine_weights_via_disc --pool 23 --j 4,,./benchmark_scripts/10338/pipeline_class2d_0.sh,4,-n 23,/home/nx07/nx07/sljack92/relion/10338,/home/nx07/nx07/sljack92/intel-e2e-benchmark/case1/runs/clx/job_77902,23,1,runs/clx/job_77902/metrics.json,False,clx,46009.76948404312,4.778667,100.0,0.0,0.0,0.053415,0.0,0.0,0.0,0.020382,0.027391,0.033134,0.0,0.0,0.006738,8.009933e-06,0.011873,0.0,0.014508,0.0,0.003506,0.019346,0.021098,0.038629,0.029582,0.031363,0.022353,0.028159,3.086133e-06,0.011858,0.009612,0.0,0.0,0.0,0.010777,0.023152,0.0,0.0,0.0,6.664324e-05,6.674938e-06,0.017446,0.024004,0.028627,0.0,0.0,0.0,0.008143,0.005645,0.022771,0.006687,0.046997,0.0,0.0,0.007633,0.002537,0.037295,0.0,0.007414,0.032169,0.029847,0.0001495147,0.029738,0.0001281575,0.005566,0.020002,0.0,0.0,0.003492,0.005245,0.0,0.022826,0.005267,0.0002196688,0.01991,0.0,0.00818,0.0,0.005959,0.025567,0.0,0.0,0.0,0.0,0.0,0.011389,0.0,0.032535,0.0,0.0006654836,0.0,0.0,0.010157,0.0,0.0,0.037138,0.0,0.0,0.006047,0.021812,0.0001416275,0.0,0.033689,26.0
