job_id,pipeline_file,total_duration,steps,RELION_OPT_FLAGS,RELION_CMD,RELION_SCRIPT_NAME,RELION_CPU_THREADS_PER_TASK,RELION_MPI_FLAGS,RELION_PROJ_DIR,RELION_OUTPUT_DIR,RELION_NUM_CPUS,RELION_CPUS_PER_TASK,path,cpu_opt,machine,relion_motion_refine duration,relion_motion_refine_mpi duration,relion_motion_refine 0,relion_motion_refine_mpi 0,relion_motion_refine 1,relion_motion_refine_mpi 1,relion_motion_refine 2,relion_motion_refine_mpi 2
5,benchmark_scripts/10338/pipeline_polish_5.sh,48624.30222654343,"[{'name': 'relion_motion_refine', 'duration': 15660.849782466888, '0': 0.8715, '1': 8400.0, '2': 2.865}, {'name': 'relion_motion_refine_mpi', 'duration': 32962.80286979675, '0': 0.8715, '1': 8400.0, '2': 2.865}]",--dont_combine_weights_via_disc --pool 2 --j 4,,./benchmark_scripts/10338/pipeline_polish_5.sh,4,-n 2,/home/nx07/nx07/sljack92/relion/10338,/home/nx07/nx07/sljack92/intel-e2e-benchmark/case1/runs/icx/no-cpu/job_./benchmark_scripts/10338/pipeline_polish_5.sh,2,1,runs/icx/no-cpu/job_./benchmark_scripts/10338/pipeline_polish_5.sh/metrics.json,False,icx,15660.849782466888,32962.80286979675,0.8715,0.8715,8400.0,8400.0,2.865,2.865
5,benchmark_scripts/10338/pipeline_polish_5.sh,48816.73511624336,"[{'name': 'relion_motion_refine', 'duration': 16165.334248781204, '0': 0.8655, '1': 8400.0, '2': 2.865}, {'name': 'relion_motion_refine_mpi', 'duration': 32650.908935785294, '0': 0.8655, '1': 8400.0, '2': 2.865}]",--dont_combine_weights_via_disc --pool 2 --cpu --j 4,,./benchmark_scripts/10338/pipeline_polish_5.sh,4,-n 2,/home/nx07/nx07/sljack92/relion/10338,/home/nx07/nx07/sljack92/intel-e2e-benchmark/case1/runs/icx/job_./benchmark_scripts/10338/pipeline_polish_5.sh,2,1,runs/icx/job_./benchmark_scripts/10338/pipeline_polish_5.sh/metrics.json,True,icx,16165.334248781204,32650.908935785294,0.8655,0.8655,8400.0,8400.0,2.865,2.865
