job_id,pipeline_file,total_duration,steps,RELION_OPT_FLAGS,RELION_CMD,RELION_SCRIPT_NAME,RELION_CPU_THREADS_PER_TASK,RELION_MPI_FLAGS,RELION_PROJ_DIR,RELION_OUTPUT_DIR,RELION_NUM_CPUS,RELION_CPUS_PER_TASK,path,cpu_opt,machine,relion_refine_mpi duration,relion_star_handler duration
77578,benchmark_scripts/10338/pipeline_class3d_1.sh,24193.768610954285,"[{'name': 'relion_refine_mpi', 'duration': 24178.531142950058}, {'name': 'relion_star_handler', 'duration': 15.085314750671387}]",--dont_combine_weights_via_disc --pool 23 --cpu --j 4,,./benchmark_scripts/10338/pipeline_class3d_1.sh,4,-n 23,/home/nx07/nx07/sljack92/relion/10338,/home/nx07/nx07/sljack92/intel-e2e-benchmark/case1/runs/clx/job_77578,23,1,runs/clx/job_77578/metrics.json,True,clx,24178.531142950058,15.085314750671387
77903,benchmark_scripts/10338/pipeline_class3d_1.sh,91702.13706994057,"[{'name': 'relion_refine_mpi', 'duration': 91686.92183208466}, {'name': 'relion_star_handler', 'duration': 15.089497566223145}]",--dont_combine_weights_via_disc --pool 23 --j 4,,./benchmark_scripts/10338/pipeline_class3d_1.sh,4,-n 23,/home/nx07/nx07/sljack92/relion/10338,/home/nx07/nx07/sljack92/intel-e2e-benchmark/case1/runs/clx/job_77903,23,1,runs/clx/job_77903/metrics.json,False,clx,91686.92183208466,15.089497566223145
