job_id,pipeline_file,total_duration,steps,RELION_OPT_FLAGS,RELION_CMD,RELION_SCRIPT_NAME,RELION_CPU_THREADS_PER_TASK,RELION_MPI_FLAGS,RELION_PROJ_DIR,RELION_OUTPUT_DIR,RELION_NUM_CPUS,RELION_CPUS_PER_TASK,path,cpu_opt,machine,relion_refine_mpi duration,relion_mask_create duration,relion_postprocess duration,relion_preprocess_mpi duration,echo Select/job009/micrographs.star > ${RELION_OUTPUT_DIR}/Extract/coords_suffix_extract.star duration,relion_import duration,relion_star_handler duration,relion_refine_mpi acc_rotation,relion_refine_mpi acc_translation,relion_refine_mpi resolution,relion_postprocess _rlnFinalResolution,relion_postprocess _rlnBfactorUsedForSharpening,relion_postprocess _rlnParticleBoxFractionSolventMask,relion_preprocess_mpi pixel_size,relion_preprocess_mpi particle_size
3,benchmark_scripts/10338/pipeline_refine3d_3.sh,69415.73171138763,"[{'name': 'relion_refine_mpi', 'duration': 68913.97870445251, 'acc_rotation': 1.155, 'acc_translation': 0.46816, 'resolution': 3.496585}, {'name': 'relion_mask_create', 'duration': 56.1135139465332}, {'name': 'relion_postprocess', 'duration': 4.549367904663086, '_rlnFinalResolution': 3.116522, '_rlnBfactorUsedForSharpening': -109.12579, '_rlnParticleBoxFractionSolventMask': 44.767834}, {'name': 'relion_preprocess_mpi', 'duration': 428.6511356830597, 'pixel_size': 0.56, 'particle_size': 512.0}, {'name': 'echo Select/job009/micrographs.star > ${RELION_OUTPUT_DIR}/Extract/coords_suffix_extract.star', 'duration': 0.07933998107910156}, {'name': 'relion_import', 'duration': 2.4583919048309326}, {'name': 'relion_star_handler', 'duration': 9.137850046157837}]",--dont_combine_weights_via_disc --pool 23 --j 4,,./benchmark_scripts/10338/pipeline_refine3d_3.sh,4,-n 23,/home/nx07/nx07/sljack92/relion/10338,/home/nx07/nx07/sljack92/intel-e2e-benchmark/case1/runs/icx/no-cpu/job_./benchmark_scripts/10338/pipeline_refine3d_3.sh,23,1,runs/icx/no-cpu/job_./benchmark_scripts/10338/pipeline_refine3d_3.sh/metrics.json,False,icx,68913.97870445251,56.1135139465332,4.549367904663086,428.6511356830597,0.07933998107910156,2.4583919048309326,9.137850046157837,1.155,0.46816,3.496585,3.116522,-109.12579,44.767834,0.56,512.0
3,benchmark_scripts/10338/pipeline_refine3d_3.sh,17173.2245285511,"[{'name': 'relion_refine_mpi', 'duration': 16671.09672832489, 'acc_rotation': 1.109, 'acc_translation': 0.46928, 'resolution': 3.496585}, {'name': 'relion_mask_create', 'duration': 56.80657410621643}, {'name': 'relion_postprocess', 'duration': 4.11505389213562, '_rlnFinalResolution': 3.116522, '_rlnBfactorUsedForSharpening': -109.12579, '_rlnParticleBoxFractionSolventMask': 44.767834}, {'name': 'relion_preprocess_mpi', 'duration': 428.93062376976013, 'pixel_size': 0.56, 'particle_size': 512.0}, {'name': 'echo Select/job009/micrographs.star > ${RELION_OUTPUT_DIR}/Extract/coords_suffix_extract.star', 'duration': 0.06581854820251465}, {'name': 'relion_import', 'duration': 2.2946743965148926}, {'name': 'relion_star_handler', 'duration': 9.044616460800171}]",--dont_combine_weights_via_disc --pool 23 --cpu --j 4,,./benchmark_scripts/10338/pipeline_refine3d_3.sh,4,-n 23,/home/nx07/nx07/sljack92/relion/10338,/home/nx07/nx07/sljack92/intel-e2e-benchmark/case1/runs/icx/job_./benchmark_scripts/10338/pipeline_refine3d_3.sh,23,1,runs/icx/job_./benchmark_scripts/10338/pipeline_refine3d_3.sh/metrics.json,True,icx,16671.09672832489,56.80657410621643,4.11505389213562,428.93062376976013,0.06581854820251465,2.2946743965148926,9.044616460800171,1.109,0.46928,3.496585,3.116522,-109.12579,44.767834,0.56,512.0
