job_id,pipeline_file,total_duration,steps,RELION_OPT_FLAGS,RELION_CMD,RELION_MPI_FLAGS,RELION_CPUS_PER_TASK,RELION_IMG,RELION_PROJ_DIR,RELION_OUTPUT_DIR,RELION_SCRIPT_NAME,RELION_CPU_THREADS_PER_TASK,RELION_NUM_CPUS,path,cpu_opt,machine,relion_refine_mpi duration,relion_star_handler duration
229745,benchmark_scripts/10338/pipeline_class3d_1.sh,45698.358714818954,"[{'name': 'relion_refine_mpi', 'duration': 45682.69899559021}, {'name': 'relion_star_handler', 'duration': 15.582268476486206}]",--dont_combine_weights_via_disc --pool 23 --cpu --j 4,,,1,/home/vol08/scarf688/git/intel-e2e-benchmark/case1/relion.sif,/work3/projects/sciml/scarf688/relion/10338,/work3/projects/sciml/scarf688/relion/runs/scarf/job_229745,./benchmark_scripts/10338/pipeline_class3d_1.sh,4,23,runs/scarf/job_229745/metrics.json,True,scarf,45682.69899559021,15.582268476486206
236373,benchmark_scripts/10338/pipeline_class3d_1.sh,179453.57743406296,"[{'name': 'relion_refine_mpi', 'duration': 179439.4861087799}, {'name': 'relion_star_handler', 'duration': 14.009530305862427}]",--dont_combine_weights_via_disc --pool 23 --j 4,,,1,/home/vol08/scarf688/git/intel-e2e-benchmark/case1/relion.sif,/work3/projects/sciml/scarf688/relion/10338,/work3/projects/sciml/scarf688/relion/runs/scarf/job_236373,./benchmark_scripts/10338/pipeline_class3d_1.sh,4,23,runs/scarf/job_236373/metrics.json,False,scarf,179439.4861087799,14.009530305862427
