job_id,pipeline_file,total_duration,steps,RELION_OPT_FLAGS,RELION_CMD,RELION_SCRIPT_NAME,RELION_CPU_THREADS_PER_TASK,RELION_MPI_FLAGS,RELION_PROJ_DIR,RELION_OUTPUT_DIR,RELION_NUM_CPUS,RELION_CPUS_PER_TASK,path,cpu_opt,machine,relion_refine_mpi duration,relion_mask_create duration,relion_postprocess duration,relion_preprocess_mpi duration,echo Select/job009/micrographs.star > ${RELION_OUTPUT_DIR}/Extract/coords_suffix_extract.star duration,relion_import duration,relion_star_handler duration,relion_refine_mpi acc_rotation,relion_refine_mpi acc_translation,relion_refine_mpi resolution,relion_postprocess _rlnFinalResolution,relion_postprocess _rlnBfactorUsedForSharpening,relion_postprocess _rlnParticleBoxFractionSolventMask,relion_preprocess_mpi pixel_size,relion_preprocess_mpi particle_size
77580,benchmark_scripts/10338/pipeline_refine3d_3.sh,22030.0482108593,"[{'name': 'relion_refine_mpi', 'duration': 21462.84359240532, 'acc_rotation': 1.139, 'acc_translation': 0.46704, 'resolution': 3.496585}, {'name': 'relion_mask_create', 'duration': 51.94817519187927}, {'name': 'relion_postprocess', 'duration': 4.212651252746582, '_rlnFinalResolution': 3.116522, '_rlnBfactorUsedForSharpening': -109.12579, '_rlnParticleBoxFractionSolventMask': 44.767834}, {'name': 'relion_preprocess_mpi', 'duration': 499.4388747215271, 'pixel_size': 0.56, 'particle_size': 512.0}, {'name': 'echo Select/job009/micrographs.star > ${RELION_OUTPUT_DIR}/Extract/coords_suffix_extract.star', 'duration': 0.026189327239990234}, {'name': 'relion_import', 'duration': 2.048455238342285}, {'name': 'relion_star_handler', 'duration': 9.076976299285889}]",--dont_combine_weights_via_disc --pool 23 --cpu --j 4,,./benchmark_scripts/10338/pipeline_refine3d_3.sh,4,-n 23,/home/nx07/nx07/sljack92/relion/10338,/home/nx07/nx07/sljack92/intel-e2e-benchmark/case1/runs/clx/job_77580,23,1,runs/clx/job_77580/metrics.json,True,clx,21462.84359240532,51.94817519187927,4.212651252746582,499.4388747215271,0.026189327239990234,2.048455238342285,9.076976299285889,1.139,0.46704,3.496585,3.116522,-109.12579,44.767834,0.56,512.0
77905,benchmark_scripts/10338/pipeline_refine3d_3.sh,84428.95525503159,"[{'name': 'relion_refine_mpi', 'duration': 83785.54485869408, 'acc_rotation': 1.155, 'acc_translation': 0.4648, 'resolution': 3.496585}, {'name': 'relion_mask_create', 'duration': 49.501972913742065}, {'name': 'relion_postprocess', 'duration': 4.89508056640625, '_rlnFinalResolution': 3.116522, '_rlnBfactorUsedForSharpening': -109.12579, '_rlnParticleBoxFractionSolventMask': 44.767834}, {'name': 'relion_preprocess_mpi', 'duration': 575.9180519580841, 'pixel_size': 0.56, 'particle_size': 512.0}, {'name': 'echo Select/job009/micrographs.star > ${RELION_OUTPUT_DIR}/Extract/coords_suffix_extract.star', 'duration': 0.02651238441467285}, {'name': 'relion_import', 'duration': 3.0624032020568848}, {'name': 'relion_star_handler', 'duration': 9.512510299682617}]",--dont_combine_weights_via_disc --pool 23 --j 4,,./benchmark_scripts/10338/pipeline_refine3d_3.sh,4,-n 23,/home/nx07/nx07/sljack92/relion/10338,/home/nx07/nx07/sljack92/intel-e2e-benchmark/case1/runs/clx/job_77905,23,1,runs/clx/job_77905/metrics.json,False,clx,83785.54485869408,49.501972913742065,4.89508056640625,575.9180519580841,0.02651238441467285,3.0624032020568848,9.512510299682617,1.155,0.4648,3.496585,3.116522,-109.12579,44.767834,0.56,512.0
