job_id,pipeline_file,total_duration,steps,RELION_OPT_FLAGS,RELION_CMD,RELION_MPI_FLAGS,RELION_CPUS_PER_TASK,RELION_IMG,RELION_PROJ_DIR,RELION_OUTPUT_DIR,RELION_SCRIPT_NAME,RELION_CPU_THREADS_PER_TASK,RELION_NUM_CPUS,path,cpu_opt,machine,relion_refine_mpi duration,relion_mask_create duration,relion_postprocess duration,relion_postprocess _rlnFinalResolution,relion_postprocess _rlnBfactorUsedForSharpening,relion_postprocess _rlnParticleBoxFractionSolventMask
229748,benchmark_scripts/10338/pipeline_refine3d_4.sh,133513.5958571434,"[{'name': 'relion_refine_mpi', 'duration': 132000.9162402153}, {'name': 'relion_mask_create', 'duration': 1461.7662155628204}, {'name': 'relion_postprocess', 'duration': 50.673601388931274, '_rlnFinalResolution': 3.150769, '_rlnBfactorUsedForSharpening': -111.32904, '_rlnParticleBoxFractionSolventMask': 38.844176}]",--dont_combine_weights_via_disc --pool 23 --cpu --j 4,,,1,/home/vol08/scarf688/git/intel-e2e-benchmark/case1/relion.sif,/work3/projects/sciml/scarf688/relion/10338,/work3/projects/sciml/scarf688/relion/runs/scarf/job_229748,./benchmark_scripts/10338/pipeline_refine3d_4.sh,4,23,runs/scarf/job_229748/metrics.json,True,scarf,132000.9162402153,1461.7662155628204,50.673601388931274,3.150769,-111.32904,38.844176
236376,benchmark_scripts/10338/pipeline_refine3d_4.sh,153425.2489593029,"[{'name': 'relion_refine_mpi', 'duration': 151826.45496869087}, {'name': 'relion_mask_create', 'duration': 1504.1586649417877}, {'name': 'relion_postprocess', 'duration': 94.41588568687439, '_rlnFinalResolution': 3.150769, '_rlnBfactorUsedForSharpening': -111.32904, '_rlnParticleBoxFractionSolventMask': 38.844176}]",--dont_combine_weights_via_disc --pool 23 --j 4,,,1,/home/vol08/scarf688/git/intel-e2e-benchmark/case1/relion.sif,/work3/projects/sciml/scarf688/relion/10338,/work3/projects/sciml/scarf688/relion/runs/scarf/job_236376,./benchmark_scripts/10338/pipeline_refine3d_4.sh,4,23,runs/scarf/job_236376/metrics.json,False,scarf,151826.45496869087,1504.1586649417877,94.41588568687439,3.150769,-111.32904,38.844176
