job_id,pipeline_file,total_duration,steps,RELION_OPT_FLAGS,RELION_CMD,RELION_SCRIPT_NAME,RELION_CPU_THREADS_PER_TASK,RELION_MPI_FLAGS,RELION_PROJ_DIR,RELION_OUTPUT_DIR,RELION_NUM_CPUS,RELION_CPUS_PER_TASK,path,cpu_opt,machine,relion_refine_mpi duration,relion_mask_create duration,relion_postprocess duration,relion_ctf_refine_mpi duration,relion_refine_mpi acc_rotation,relion_refine_mpi acc_translation,relion_refine_mpi resolution,relion_postprocess _rlnFinalResolution,relion_postprocess _rlnBfactorUsedForSharpening,relion_postprocess _rlnParticleBoxFractionSolventMask,relion_ctf_refine_mpi beam_tilt_x,relion_ctf_refine_mpi beam_tilt_y
2,benchmark_scripts/10338/pipeline_refine3d_2.sh,50679.71792125702,"[{'name': 'relion_refine_mpi', 'duration': 50403.56198143959, 'acc_rotation': 1.226, 'acc_translation': 0.476, 'resolution': 3.629367}, {'name': 'relion_mask_create', 'duration': 56.28577709197998}, {'name': 'relion_postprocess', 'duration': 4.476099491119385, '_rlnFinalResolution': 3.150769, '_rlnBfactorUsedForSharpening': -114.15386, '_rlnParticleBoxFractionSolventMask': 44.736736}, {'name': 'relion_ctf_refine_mpi', 'duration': 214.86629962921143, 'beam_tilt_x': -0.11457, 'beam_tilt_y': 0.101099}]",--dont_combine_weights_via_disc --pool 23 --j 4,,./benchmark_scripts/10338/pipeline_refine3d_2.sh,4,-n 23,/home/nx07/nx07/sljack92/relion/10338,/home/nx07/nx07/sljack92/intel-e2e-benchmark/case1/runs/icx/no-cpu/job_./benchmark_scripts/10338/pipeline_refine3d_2.sh,23,1,runs/icx/no-cpu/job_./benchmark_scripts/10338/pipeline_refine3d_2.sh/metrics.json,False,icx,50403.56198143959,56.28577709197998,4.476099491119385,214.86629962921143,1.226,0.476,3.629367,3.150769,-114.15386,44.736736,-0.11457,0.101099
2,benchmark_scripts/10338/pipeline_refine3d_2.sh,14769.561846017838,"[{'name': 'relion_refine_mpi', 'duration': 14489.11923289299, 'acc_rotation': 1.231, 'acc_translation': 0.48048, 'resolution': 3.629367}, {'name': 'relion_mask_create', 'duration': 57.32443380355835}, {'name': 'relion_postprocess', 'duration': 3.7524020671844482, '_rlnFinalResolution': 3.150769, '_rlnBfactorUsedForSharpening': -114.15386, '_rlnParticleBoxFractionSolventMask': 44.736736}, {'name': 'relion_ctf_refine_mpi', 'duration': 218.76824688911438, 'beam_tilt_x': -0.11075, 'beam_tilt_y': 0.104671}]",--dont_combine_weights_via_disc --pool 23 --cpu --j 4,,./benchmark_scripts/10338/pipeline_refine3d_2.sh,4,-n 23,/home/nx07/nx07/sljack92/relion/10338,/home/nx07/nx07/sljack92/intel-e2e-benchmark/case1/runs/icx/job_./benchmark_scripts/10338/pipeline_refine3d_2.sh,23,1,runs/icx/job_./benchmark_scripts/10338/pipeline_refine3d_2.sh/metrics.json,True,icx,14489.11923289299,57.32443380355835,3.7524020671844482,218.76824688911438,1.231,0.48048,3.629367,3.150769,-114.15386,44.736736,-0.11075,0.104671
