job_id,pipeline_file,total_duration,steps,RELION_OPT_FLAGS,RELION_CMD,RELION_MPI_FLAGS,RELION_CPUS_PER_TASK,RELION_IMG,RELION_PROJ_DIR,RELION_OUTPUT_DIR,RELION_SCRIPT_NAME,RELION_CPU_THREADS_PER_TASK,RELION_NUM_CPUS,path,cpu_opt,machine,relion_refine_mpi duration,relion_mask_create duration,relion_postprocess duration,relion_ctf_refine_mpi duration,relion_refine_mpi acc_rotation,relion_refine_mpi acc_translation,relion_refine_mpi resolution,relion_postprocess _rlnFinalResolution,relion_postprocess _rlnBfactorUsedForSharpening,relion_postprocess _rlnParticleBoxFractionSolventMask,relion_ctf_refine_mpi beam_tilt_x,relion_ctf_refine_mpi beam_tilt_y
229746,benchmark_scripts/10338/pipeline_refine3d_2.sh,45836.00806760788,"[{'name': 'relion_refine_mpi', 'duration': 45209.32088804245, 'acc_rotation': 1.19, 'acc_translation': 0.47712, 'resolution': 3.629367}, {'name': 'relion_mask_create', 'duration': 49.28964281082153}, {'name': 'relion_postprocess', 'duration': 6.460908889770508, '_rlnFinalResolution': 3.150769, '_rlnBfactorUsedForSharpening': -114.15386, '_rlnParticleBoxFractionSolventMask': 44.736736}, {'name': 'relion_ctf_refine_mpi', 'duration': 570.6408758163452, 'beam_tilt_x': -0.11186, 'beam_tilt_y': 0.104943}]",--dont_combine_weights_via_disc --pool 23 --cpu --j 4,,,1,/home/vol08/scarf688/git/intel-e2e-benchmark/case1/relion.sif,/work3/projects/sciml/scarf688/relion/10338,/work3/projects/sciml/scarf688/relion/runs/scarf/job_229746,./benchmark_scripts/10338/pipeline_refine3d_2.sh,4,23,runs/scarf/job_229746/metrics.json,True,scarf,45209.32088804245,49.28964281082153,6.460908889770508,570.6408758163452,1.19,0.47712,3.629367,3.150769,-114.15386,44.736736,-0.11186,0.104943
236374,benchmark_scripts/10338/pipeline_refine3d_2.sh,157991.55366015434,"[{'name': 'relion_refine_mpi', 'duration': 157321.2480173111, 'acc_rotation': 1.175, 'acc_translation': 0.47264, 'resolution': 3.629367}, {'name': 'relion_mask_create', 'duration': 48.95850968360901}, {'name': 'relion_postprocess', 'duration': 6.718193054199219, '_rlnFinalResolution': 3.150769, '_rlnBfactorUsedForSharpening': -114.15386, '_rlnParticleBoxFractionSolventMask': 44.736736}, {'name': 'relion_ctf_refine_mpi', 'duration': 614.3257734775543, 'beam_tilt_x': -0.11164, 'beam_tilt_y': 0.103837}]",--dont_combine_weights_via_disc --pool 23 --j 4,,,1,/home/vol08/scarf688/git/intel-e2e-benchmark/case1/relion.sif,/work3/projects/sciml/scarf688/relion/10338,/work3/projects/sciml/scarf688/relion/runs/scarf/job_236374,./benchmark_scripts/10338/pipeline_refine3d_2.sh,4,23,runs/scarf/job_236374/metrics.json,False,scarf,157321.2480173111,48.95850968360901,6.718193054199219,614.3257734775543,1.175,0.47264,3.629367,3.150769,-114.15386,44.736736,-0.11164,0.103837
