index,total_time,first_epoch_time,second_epoch_time,first_epoch_train_time,second_epoch_train_time,first_epoch_test_time,second_epoch_test_time,imgs_per_s_second_epoch,imgs_per_s_first_epoch,train_accuracy,test_accuracy,train_loss,test_loss,batch_size,clip_offset,cpu_only,epochs,learning_rate,no_cache,ntasks_per_node,num_gpus,num_ranks,train_split,wbce,system
run_j1,150662.70891571045,4983.639632463455,5049.243052482605,4761.912266016007,4831.074041366577,221.72523140907288,218.16710019111636,4.015670187185183,4.073993579942782,0.8532552123069763,0.852003812789917,0.21356502175331116,0.2126753032207489,32,15,False,30,0.001,True,,0,1,0.8,0.5,ICX
run_j2,103711.89777755736,5459.10152053833,3850.113874197006,5201.835367918015,3688.9679811000815,257.2456078529358,161.12971186637878,5.258923389791732,3.729452900345184,0.8568906188011169,0.8335456848144531,0.20529469847679138,0.2204301804304123,32,15,False,30,0.001,True,,0,2,0.8,0.5,ICX
