index,total_time,first_epoch_time,second_epoch_time,first_epoch_train_time,second_epoch_train_time,first_epoch_test_time,second_epoch_test_time,imgs_per_s_second_epoch,imgs_per_s_first_epoch,train_accuracy,test_accuracy,train_loss,test_loss,batch_size,clip_offset,cpu_only,epochs,learning_rate,no_cache,num_gpus,num_ranks,train_split,wbce,system
run_24409,4686.985232114792,487.8024067878723,141.6223440170288,397.6475567817688,121.41170883178712,90.14920091629028,20.20682692527771,159.78689523988345,48.78692115452083,0.8525564074516296,0.8511553406715393,0.21218189597129822,0.21795344352722168,32,15,False,30,0.001,False,1,1,0.8,0.5,PEARL
run_24410,3681.385368824005,491.1161944866181,111.7994499206543,403.22625708580017,95.93596053123474,87.87036061286926,15.84929370880127,202.21822862433078,48.111946231398285,0.8602660298347473,0.8509029746055603,0.2090669870376587,0.2072046548128128,32,15,False,30,0.001,False,2,2,0.8,0.5,PEARL
run_24411,1828.203990459442,247.77797937393188,56.72645378112793,207.1155812740326,50.34581685066223,40.65675735473633,6.377050876617432,385.3348940100635,93.66750623330482,0.8714677691459656,0.882392406463623,0.18880483508110046,0.19068937003612518,32,15,False,30,0.001,False,4,4,0.8,0.5,PEARL
run_24412,1014.6943962574004,147.25873970985413,30.28834724426269,125.2010142803192,26.60576438903809,22.050947427749637,3.679215431213379,729.1652935178605,154.95082137724788,0.870210587978363,0.8634964823722839,0.1910666525363922,0.20042720437049866,32,15,False,30,0.001,False,8,8,0.8,0.5,PEARL
run_24413,562.1420361995697,122.41239833831789,16.82446599006653,108.01810932159424,14.691230297088625,14.372095584869385,2.129650831222534,1320.5156823281518,179.59951457992872,0.8498619794845581,0.8233401775360107,0.21545502543449402,0.23867611587047577,32,15,False,30,0.001,False,16,16,0.8,0.5,PEARL
